orgao,link,titulo,reclamacao
http://www.justica.gov.br,https://cidadao.reclameaqui.com.br/302328/ministerio-da-justica/usocapiao/,Usocapião ," 
        Li a seguinte matéria no inicio do ano.
Usucapião em cartório, novidade a partir de 2016
O instituto se insere no fenômeno da desjudicialização ou extrajudicialização do direito
Postado dia: 18/06/2015 às 08:15
Compartilhar no TwitterCompartilhar no FacebookCompartilhar no Google+
Entre as mudanças que serão trazidas pelo novo Código de Processo Civil (CPC), que passa a vigorar em 2016, uma que é extremamente interessante é a que diz respeito ao usucapião extrajudicial, ou seja, fora da Justiça, em cartório.
O usucapião de imóvel é uma forma de adquirir  a propriedade deste, por exercer sobre ele posse prolongada e ininterrupta por certo prazo, estabelecido em lei (varia de 5 a 15 anos, a depender do caso).
A comprovação disso é tradicionalmente realizada na justiça e o longo prazo de duração desse tipo de processo é uma marca característica dele. A partir do ano que vem, será possível ter uma opção além do Poder Judiciário, que é a via cartorária.
O novo Código, através do artigo 1.071, permite que o pedido de usucapião seja realizado perante o Cartório de Registro de Imóveis da comarca em que o bem estiver situado, com acompanhamento de um advogado ou um defensor público.
O pedido deve ser fundamentado e acompanhado de certos documentos:
1. Ata notarial lavrada pelo tabelião com tempo de posse e seus antecessores;
2. Planta e memorial descritivo assinada por profissional habilitado.
3. Certidões negativas dos distribuidores do local do imóvel e do domicílio do interessado;
4. Quando for o caso, justo título (requisito facultativo).
Não é necessária a preocupação em não ser esse procedimento possível de ter eficácia contra todos (juridicamente conhecido como “erga omnes”), posto que o oficial do cartório determinará publicação de editais em veículos de ampla circulação e determinará notificação de todos os interessados:
1. Confinantes;
2. Pessoa em cujo nome imóvel estiver registrado;
3. Fazendas Públicas (municipal, estadual, federal);
4. Atual possuidor, se houver.
Havendo concordância de todos os notificados e estando a documentação em ordem, o oficial do cartório poderá deferir o pedido e promover o registro do bem.
Rejeitado o pedido, nada impede que interessado recorra à via judicial, ajuizando uma ação de usucapião.
A escolha pela via extrajudicial cabe à parte, que poderá optar por deduzir o seu pedido em juízo se assim preferir, ainda que não haja litígio.
Muito esperançosa fiquei, pois, tenho em minha posse, há mais de vinte anos, um pequeno apartamento na Rua do Glicério, centro em São Paulo.
Devido aos custos e a demora do Processo Judicial do Usucapião, nunca pude fazer e regularizar tal imóvel.
Essa matéria, muita esperança me acalentou. Estou com 64 anos e gostaria de regularizar essa situação, porem os cartórios ainda não estão realizando tal ato, devido à falta de normatização, segundo informações que me são dadas.
Por gentileza.
Os Srs. Teriam uma previsão, de quando os cartórios, terão a normatização.
Essa mensagem foi enviada para o TSJ, para os ouvidores Srs.Desembargador Ouvidor Wilson de Toledo Silva / Desembargador Ouvidor Mohamed Amaro.
A resposta foi frustante. Ninguém responde concretamente.
Os Srs. podem me auxiliar?
 Me precisar, quando realmente isso vai acontecer nos cartórios?         "
http://www.justica.gov.br,https://cidadao.reclameaqui.com.br/296860/ministerio-da-justica/erro-ao-emetir-a-certidao-negatiga-de-naturalizacao/,Erro ao Emetir a Certidao Negatiga de Naturalizacao ," 
        Olá já faz dias que o sistema para emitir a Certidão Negativa de naturalização da ERRO
Um erro que foi apresentado ano passado, e que novamente esta com problema
ERRO HTTP Status 500.
Quando será arrumado?
Qual outro meio consigo requerer?
Att. Larissa         "
http://www.justica.gov.br,https://cidadao.reclameaqui.com.br/296931/ministerio-da-justica/certidao-negativa-de-nacionalizacao/,certidao negativa de nacionalização ," 
        Boa tarde !
fazem 02 meses que estou tentando emitir uma certidão negativa de nacionalidade , e não estou conseguindo, a mesagem que aparece é de um erro interno do servidor , e já tentei por outros navegadores e também foi sem sucesso         "
http://www.justica.gov.br,https://cidadao.reclameaqui.com.br/296980/ministerio-da-justica/erro-ao-emitir-a-cnn-no-site/,Erro ao emitir a CNN no site ," 
        Erro a mais de 6 dias no site, onde não consigo emitir a CNN.
HTTP Status 500 -
type Exception report
message
description The server encountered an internal error () that prevented it fulfilling this request.
exception
javax.servlet.ServletException: RuntimeException; nested exception is: 
	br.gov.mj.corporativo.servicos.exceptions.ErroInternoException: Erro na carga do template do jasper.
	org.apache.struts.chain.ComposableRequestProcessor.process(ComposableRequestProcessor.java:286)
	org.apache.struts.action.ActionServlet.process(ActionServlet.java:1913)
	org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:462)
	javax.servlet.http.HttpServlet.service(HttpServlet.java:717)
	javax.servlet.http.HttpServlet.service(HttpServlet.java:810)
	org.jboss.web.tomcat.filters.ReplyHeaderFilter.doFilter(ReplyHeaderFilter.java:81)
root cause
br.gov.mj.corporativo.servicos.exceptions.ErroInternoException: RuntimeException; nested exception is: 
	br.gov.mj.corporativo.servicos.exceptions.ErroInternoException: Erro na carga do template do jasper.
	br.gov.mj.dnn.ejb.ECertidoesDelegate_ECertidao.emitirCertidao(ECertidoesDelegate_ECertidao.java:108)
	br.gov.mj.ecertidoes.web.action.PesquisaCertidoesAction.emissaoEmitir(PesquisaCertidoesAction.java:201)
	sun.reflect.GeneratedMethodAccessor263.invoke(Unknown Source)
	sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	java.lang.reflect.Method.invoke(Method.java:597)
	br.gov.mj.struts.action.MjBaseDispatchAction.execute(MjBaseDispatchAction.java:75)
	org.apache.struts.chain.commands.servlet.ExecuteAction.execute(ExecuteAction.java:58)
	org.apache.struts.chain.commands.AbstractExecuteAction.execute(AbstractExecuteAction.java:67)
	org.apache.struts.chain.commands.ActionCommandBase.execute(ActionCommandBase.java:51)
	org.apache.commons.chain.impl.ChainBase.execute(ChainBase.java:190)
	org.apache.commons.chain.generic.LookupCommand.execute(LookupCommand.java:304)
	org.apache.commons.chain.impl.ChainBase.execute(ChainBase.java:190)
	org.apache.struts.chain.ComposableRequestProcessor.process(ComposableRequestProcessor.java:283)
	org.apache.struts.action.ActionServlet.process(ActionServlet.java:1913)
	org.apache.struts.action.ActionServlet.doPost(ActionServlet.java:462)
	javax.servlet.http.HttpServlet.service(HttpServlet.java:717)
	javax.servlet.http.HttpServlet.service(HttpServlet.java:810)
	org.jboss.web.tomcat.filters.ReplyHeaderFilter.doFilter(ReplyHeaderFilter.java:81)
note The full stack trace of the root cause is available in the Apache Tomcat/5.5 logs.         "
http://www.justica.gov.br,https://cidadao.reclameaqui.com.br/350082/ministerio-da-justica/o-site-que-emite-certidao-negativa-de-naturalizacao-esta-com/,O site que emite Certidão Negativa de Naturalização está com problema ," 
        Desde o dia 07/10/17 tenho tentado emitir um Certidão Negativa de Naturalização - CNN do link abaixo:
http://deest.mj.gov.br/ecertidao/abrirPesquisa/abrirEmissao.do
Mas, não tenho tido êxito.
Já tentei de outros 05 computadores e em todos a mensagem de erro é a mesma.
Não existe um setor de reclamação dentro do site do Ministério da Justiça. Até ligar para o Ministério da Justiça em Brasília eu já liguei, mas nada foi feito. 
Isso tem trazido um transtorno muito grande, pois apenas com esse certidão posso providenciar a tradução e o apostilamento do documento.
Solicito uma solução de forma urgente.
Att.         "
NA,https://cidadao.reclameaqui.com.br/277026/ministerio-de-minas-e-energia/estado-sao-paulo-a-aes-eletropaulo-faz-descaso-com-cliente-c/,ESTADO SAO PAULO A AES ELETROPAULO FAZ DESCASO COM CLIENTE CONSUMIDOR ," 
        Prezados Senhores
Venho atraves desta, informar a falta de atendimento e morosidade da empresa de fornecimento de energia AES Eletropaulo, a mesma esta instalada no Estado de São Paulo, o qual é tipico a chuvas, e o bairro onde resido esta a mais de 17 (dezessete horas) sem energia eletrica, o bairro tem trabalhadores, idosos, crianças, bebês sem energia eletrica.
Como Cliente e consumidora idonia, pago minhas contas em dia, meus impostos  eu exijo que esta empresa seja notificada por um orgão competente superior, pague para o Estado os prejuizos causados aos seus clientes a falta de atendimento eficacio e o descaso com cidadão paulistano.
A falta de energia ocorreu no dia 15/02 as 15:30 da tarde, os moradores entraram em contato e informaram a companhia sobre a falta de energia.
Estamos esperamos ao atendimento até hoje, dia 16/02 as 09 da manha, sem serviço de energia Eletrica.
Entrei em contato hoje 16/02 as 7 hr da manha  no 08007272196, fui atendida pela Karine, o qual registrou meu chamado de nr. 467170101 e pediu para aguardar, estou aguardando os produtos da geladeira que estão todos descongelados a estragar.
Apos entrei em contato na OUVIDORIA no 08007273110 opção 6 canal reclamação, e ele repassa para o 08007272196, ou seja, não consigo acessar nem a ouvidoria para registrar minha reclamação, liguei varias vezes e todas as vezes ele transferem para o canal de atendimento simples ou area comercial, a qual já fiz contato.
Eu pago as minhas contas em dia, e ná hora que mais preciso do serviços da companhia AES, não tenho atendimento adequado.
Entrei em contato Aneel protocolo 3016807541616 e protocolo 3016807831614
Cliente / Consumidor 0014082268 Instalador 63321360         "
NA,https://cidadao.reclameaqui.com.br/280126/ministerio-de-minas-e-energia/conta-absurda/,Conta absurda ," 
        Amazonas Energia provavelmente deixou de fazer a leitura do contador no mês de fevereiro, quando foram cobrados apenas 46kw. Como todos em minha residência tinham viajado em janeiro, pensei que fosse esta a causa da conta tão baixa...
Agora, em março, fui surpreendido com uma conta de quase R$900,00, quase o dobro do que costumo pagar. O total inclui uma cobrança retroativa de aumento, com parcela de R$42. 
O correto não é a contagem e cobrança mensal? Temos que aceitar que, por um erro na leitura da concessionária sejamos pegos de surpresa com faturas altíssimas?         "
NA,https://cidadao.reclameaqui.com.br/261401/ministerio-de-minas-e-energia/energia-para-todos/,Energia para todos ," 
        Há tempos que solicitei um ligação nova de energia elétrica junto CEMAR. Conforme UC 45445127
O que nunca foi atendida. Inicial fui informado no posto de atendimento que teria que entrar em contato com o PROGRAMA LUZ PARA TODOS do Governo Federal porque como em um povoado meu pedido só poderia ser atendido conforme deliberação do referido programa.
Em contato por e-mail e telefone com a central do programa na capital do meu Estado fui informado que no meu caso a responsabilidade é total concessionária de energia. 
Que o programa só atende ao locais onde ainda não existe energia. Que não é o meu caso, visto que o povoado tem Energia
Ressalto que a rede eletrica passa bem próximo da minha casa.
Que a casa mais perto onde tem energia funcionando normalmente fica a apenas 300 metros da minha casa.
Junto a central do programa luz para todos fui informando também que nos povoados que já foram atendidos a concessionária tem obrigação de estender a rede a até 2km.
Já fiz vários pedidos e até hoje nunca fui atendido.
Estou sofrendo vários problemas em razão falta de eletricidade.
Observação: A equipe do programa Luz para todos estão executando serviço nesta área, Eu já expus meu caso para eles.
Aqui só na base da propina, estão exigindo valores para executar o serviço, sendo que estão sendo pagos para fazer o serviço gratuitamente pra os consumidores.         "
NA,https://cidadao.reclameaqui.com.br/355085/ministerio-de-minas-e-energia/luz-para-todos/,luz para todos ," 
        Boa tarde. Sou Oriovaldo Gama de Souza morador da Faz. Macambira municipio de Ribeira do Pombal-Ba e essa reclamação se refere a resposta de numero 01014796881753 onde a aneel informa que se a prestadora de serviço, no caso a Coelba não desse uma resposta satisfatória até o dia 24/11 eu deveria voltar a entrar em contato. Pois bem farei um breve resumo do que vem ocorrendo : Meu primeiro pedido de energia atraves do programa luz para todos foi feito em 2013 com numeo de Nota 9100466583 sendo que em 03/2016 estive na Coelba e me informaram que o projeto ja estava aprovado aguardando apenas a liberaçao dos recursos, porem algum tempo depois retornei la e me informaram que o meu pedido tinha sido cancelado em virtude de a minha casa ja esta energizada  e caso tivesse ocorrido algum equivoco, ou seja o pedido nao tivesse sido atendido, eu so poderia vir a ser contemplado com o serviço caso fizesse um novo pedido e assim mesmo entraria numa fila nao sendo levado em conta todo esse tempo que estive esperando. Em 01/2017 fiz um novo pedido sob o numero 9101018155 e desde entao nao tive nenhum resposta. Saliento que sao 4 casas que estao cercadas de enregia nos 4 cantos e pra todo lado da entre 200 e 300 metros de distancia da rede. Solicito urgencia na prestaçao de serviço tendo em vista que a falta de energia tem nos causado grandes dificuldades..         "
NA,https://cidadao.reclameaqui.com.br/281635/ministerio-de-minas-e-energia/hospital-sem-energia-a-8-horas/,Hospital sem energia a 8 horas ," 
        bom dia, estou indignado pois a energia da cidade de Jales prestada pela ELEKTRO cabou desde d toas 4h da manhã e não retornou e está tudo o para e nem dao preciso que outra voltar. Sou paciente esperando por uma cirurgia e até agora nada estou desesperado me ajudem liguem para lá.. Obrigado         "
http://www.mds.gov.br,https://cidadao.reclameaqui.com.br/248173/ministerio-do-desenvolvimento-social-e-combate-a-fome/preciso-de-informacoes/,Preciso de informaçoes.... ," 
        Boa tarde preciso de uma esclarecimento, meu beneficio foi bloqueiado ja procureu todos os.responsaveis a unica coisa que me falam que ta tudo certinho e que eu enquadro no programa, mais nao faz o meu desbloqueio. Quero saber o que estar acontecendo, quando e algo que se refere a goverso ninguem dar nenhum parecer... aguardo um retorno         "
http://www.mds.gov.br,https://cidadao.reclameaqui.com.br/238910/ministerio-do-desenvolvimento-social-e-combate-a-fome/bloqueio-no-beneficio/,Bloqueio no Beneficio ," 
        Tudo começou com uma carta do MDS informando que o nosso beneficio seria bloqueado devido a uma alteração em algum de nossos dados, fomos ao órgão do MDS em nosso município (São Gonçalo - RJ) e fomos informados que precisávamos aguardar uma visita da equipe do governo, mas já são 2 meses e essa visita não ocorreu, fomos informados que existe apenas uma pequena equipe para todo o município que é o 2º maior colégio eleitoral do estado do Rio de Janeiro (São Gonçalo) precisamos do beneficio que é totalmente revertido para os nossos filhos, existem famílias que estão em situação pior do que a nossa, por gentileza nos ajudem a solucionar o problema.         "
http://www.mds.gov.br,https://cidadao.reclameaqui.com.br/231209/ministerio-do-desenvolvimento-social-e-combate-a-fome/falta-de-informacao/,Falta de Informação ," 
        Sou advogada e estou tentando desde o dia 30/04/2015 obter informações a respeito de um processo do meu cliente e simplesmente não consegui descobrir até agora, o lugar em que posso obter essas informações.
Já fui a 3 setores do MDS, já liguei no 0800 que consta no site e ninguém soube me informar em que local (endereço) devo ir para obter informações processuais.
No aguardo.         "
http://www.mds.gov.br,https://cidadao.reclameaqui.com.br/241980/ministerio-do-desenvolvimento-social-e-combate-a-fome/nao-me-esclarece-nehuma-informacao/,Nao me esclarece nehuma informaçåo. ," 
        Boa noite estou alguns mesês entrando em contato para solicitar o desbloqueio do meu beneficio mais ninguem me esclarece nehuma informação, apenas pede pra mim aguarda. Eu me enquadro no perfil para poder receber o beneficio mais mesmo assim eles ainda bloqueou... aguarda uma resposta. Muito obrigado         "
http://www.mds.gov.br,https://cidadao.reclameaqui.com.br/250938/ministerio-do-desenvolvimento-social-e-combate-a-fome/bolsa-familia-bloqueado/,Bolsa Família Bloqueado ," 
        Meu bolsa família foi bloqueado sem motivo diz q esta averiguando quero saber ate quando ira resolver meu problema , pois estou desempregada e dependo deste para sobreviver com minha filha. vou entrar com mandato de segurança para ver ser resolve.         "
http://www.mpa.gov.br,https://cidadao.reclameaqui.com.br/355665/ministerio-da-pesca-e-aquicultura/rgp-suspenso/,rgp suspenso ," 
        gostaria de saber porque os verdadeiros pescadores estao com rgp suspenso quem nao esta ativo, vcs deveria vc mesmo fazer essa pesquisa no municipio principalmente no municipio de chaves, pois o presidente aqui so agelizar documentos de quem nao e pescador         "
http://www.mpa.gov.br,https://cidadao.reclameaqui.com.br/353316/ministerio-da-pesca-e-aquicultura/pagamento-inexistente/,Pagamento inexistente. ," 
        Efetuei um pagamento no dia 13/09/2017 no valor de R$ 60,00 referente a licença de pescador amador. Ao tentar imprimir a licença definitiva consta que não foi localizado o pagamento da mesma. Mando foto do comprovante de pagamento, aguardo resposta urgente. Obrigada: Lori.
N° do protocolo: 2015031823090001968008         "
http://www.mpa.gov.br,https://cidadao.reclameaqui.com.br/354992/ministerio-da-pesca-e-aquicultura/paguei-a-licenca-provisoria-e-nao-recebo-a-definitiva/,paguei a licença provisoria e não recebo a definitiva ," 
        fiz o pagamento do boleto e imprimi a licença provisoria mas o sistema nao deixa eu imprimir a definitiva.         "
http://www.mpa.gov.br,https://cidadao.reclameaqui.com.br/353198/ministerio-da-pesca-e-aquicultura/nao-consigo-emitir-a-licenca-definitiva/,Não consigo emitir a Licença Definitiva ," 
        Fiz o cadastro e pagamento do boleto, para o meu tio, para pesca amadora no dia 16/09, já faz meses, entrei no site para pegar o definitivo, mas ainda consta ""AGUARDANDO COMPENSAÇÃO DA GRU COBRANÇA"". Segue o comprovante de pagamento do título.
Os e-mails que mandei, retornam por estar ""cheio a entrada"" e os telefones que achei no site, não estão funcionando. Não sei mais o que fazer. Falta informação e ja está pago, não quero ter que pagar multa a toa.
Dados do solicitante: Walter Hiroshi Miyata
CPF: 003.037.908-30
Nascimento: 07/06/1958
 PROTOCOLO: 2017091519450003107593         "
http://www.mpa.gov.br,https://cidadao.reclameaqui.com.br/356203/ministerio-da-pesca-e-aquicultura/emissao-da-carteira-amadora-de-pesca/,Emissão da carteira amadora de pesca ," 
        Boa noite, realizei o cadastro e paguei o boleto no dia 17/06/2017 e até hoje não consegui imprimir minha carteira, entrei em contato por email e nem me responderam. Tenho uma pesca agora no fim do ano e não tenho a carteira e o pior que pedir meu comprovante de pagamento do boleto. Gostaria de saber o que devo fazer diante dessa situação, pois li que se apresentar o comprovante e a licença provisória de 30 dias será aceito para fiscalização, mas como perdi meu comprovante isso vai ficar mais difícil. Não acho justo ter que pagar novamente sendo que esse erro está acontecendo com o Ministério da Pesca e Agricultura. Esse é meu protocolo 2017061716170002989395.         "
http://www.agricultura.gov.br,https://cidadao.reclameaqui.com.br/333780/ministerio-da-agricultura/licenca-definitiva/,licença definitiva ," 
        Boa tarde a cerca de trinta efetuei o pagamento da licença de pesca amadora e não estou conseguindo imprimir a definitiva o que devo fazer.
aguardo resposta obg.         "
http://www.agricultura.gov.br,https://cidadao.reclameaqui.com.br/263641/ministerio-da-agricultura/nao-atendem-ao-telefone-e-quando-atendem-desligam-na-cara-do/,Não atendem ao telefone e quando atendem desligam na cara do cidadão ," 
        Estou insatisfeita com o serviço de atendimento do Ministério da Agricultura.
Foi de extrema dificuldade encontrar o telefone do ministério da Agricultura situado no Aeroporto de Guarulhos. Este orgão é responsável por realizar o certificado de Zoosanitário Internacional, para podermos transitar com gatos e/ou cachorros de uma país à outro.
Não há informações suficientes em sites e o telefone é diferente em cada site.
Após encontrar o telefone, estou tentando ligar para agendar consulta com Veterinário do Ministério para obtenção do Certificado e ninguém atende o telefone, quando atende a pessoa pede para aguardar e desliga. Ao fazer isto pude escutar funcionárias conversando sobre amenidades, o que me faz pensar que os funcionários públicos não estão trabalhando, apesar de terem salários pagos.         "
http://www.agricultura.gov.br,https://cidadao.reclameaqui.com.br/282732/ministerio-da-agricultura/produto-violado/,Produto violado ," 
        Comprei um produto por meio do Ebay e este chegou completamente aberto. Primeiramente não sei o pq de um DVD ter ido parar no Ministério da Agricultura. Segundo que, tratando-se de um produto de colecionador, ele perde 50% do valor total. Estando o produto lacrado de fábrica, qual a razão para fazer uma idiotice dessas??? O produto é pequeno, não é possível esconder nada lá. Acho que um absurdo A VIOLAÇÃO de um produto que me custou muito caro e, por conta da porquice de certas pessoas que não fazem nada além de atrapalhar, perdi muito: paciência e dinheiro. Sendo Ministério da Agricultura o que vcs pensavam em encontrar lá: MERDA???         "
http://www.agricultura.gov.br,https://cidadao.reclameaqui.com.br/299193/ministerio-da-agricultura/carteirinha-de-pescador-amador/,Carteirinha de pescador amador ," 
        Fiz o requerimento da minha carteirinha de pescador amador categoria embarcado no dia 05/08/2016 e na mesma data fiz o pagamento bancário por boleto do banco do Brasil e até a data de hoje não consigo imprimir a carteira de pescador e no site não consta o pagamento é aparece que o site está em manutenção e também ninguém respondeu meu email tenho uma pescaria agendada e não consigo imprimir minha carteirinha 
Júlio Lopes         "
http://www.agricultura.gov.br,https://cidadao.reclameaqui.com.br/346934/ministerio-da-agricultura/problemas-para-liberar-a-carteira-de-pescador-amador-embarca/,Problemas para Liberar a Carteira de Pescador amador Embarcado ," 
        Estou tentando vários email e telefones de funcionários do Min. Agricultura sem retorno positivo. só diz que a caixa de email esta cheia.Provavelmente não está mais. Poderia me dar uma solução para a impressão desta carteira...Onde podemos solicitar essa liberação.
Email já enviados e rejeitados (reisinha.almeida@agricultura.gov.br (dejane.rodrigues@agricultura.gov.br, mauriceia.oliveira@agricultura.gov.br, ana.pcarvalho@agricultura.gov.br, kelven.lopes@agricultura.gov.br,). e telefones que ninguem atende:         "
NA,https://cidadao.reclameaqui.com.br/330699/ministerio-publico-do-trabalho/falta-de-disponibilidade-de-agendamento-na-cidade-de-sao-jos/,falta de disponibilidade de agendamento na cidade de São Jose do Rio Preto ," 
        Fui ao poupa tempo dar entrada no meu seguro e me informaram que preciso entrar com recurso para o seguro no ministério do trabalho na av. Bady Bassit, mas o agendamento é pelo site, e o site diz não ter disponibilidade de agendamento. Estou tentando já há 20 dias. 
A informação que recebi é que a indisponibilidade é pelo sistema esta com problema há 2 meses, que para eu recursar meu seguro preciso ir na cidade mais próxima. Hoje olhando os agendamentos disponíveis o mais próximo é Araraquara e São Carlos, duas horas de viagem. 
Isso é um absurdo, pagamos caro INSS para que sejamos tratados assim, sem respeito algum. 
Quando irão adequar esse sistema?  toda nossa região é atendida por São José do Rio Preto, quantas pessoas estão na minha situação?, já estamos desempregados sem direito a um seguro garantido ao trabalhador por lei. Quem irá pagar os juros das minhas constas?
Falta de respeito isso.         "
NA,https://cidadao.reclameaqui.com.br/284503/ministerio-publico-do-trabalho/nao-consigo-agendar-o-meu-seguro-desemprego/,Não consigo agendar o meu seguro desemprego  ," 
        Estou muito decepcionada com esse site para agendamento do seguro desemprego.
Ele não funciona.
Nunca tem data e horário para poder agendar o seguro desemprego. 
Há dias que eu estou tentando agendar o meu seguro desemprego e não consigo.
Só quero poder agendar o meu seguro desemprego.
Pois eu não pedi para ficar desempregada.
Esse site saa mte é para ficar de enfeite?
Quero uma solução.         "
NA,https://cidadao.reclameaqui.com.br/300029/ministerio-publico-do-trabalho/agendamento-do-seguro-desemprego/,Agendamento do seguro desemprego ," 
        Meu padrasto é especial e estamos tentando a dias agendar o seguro desemprego dele.
 Pelo telefone está sempre ocupado,ou quando atendem está fora do ar ou simplismente não tem vaga. Pior coisa que fizeram pq antes tinha que ir cedo para a fila mas era garantido, agora a gente acorda cedo e fica ligando e não consegue agendar nada.Um prazo de 120 dias que  já se passou mais de 30 dias e não conseguimos nada.Com a dificuldade do 158 e do portal virtual o trabalhador acaba perdendo seu direito do auxílio desemprego.         "
NA,https://cidadao.reclameaqui.com.br/290913/ministerio-publico-do-trabalho/homologonet/,Homologonet ," 
        O site do Homologonet do Ministério do Trabalho SAA.MTE. Não funciona o sistema não dá acesso aos dados. Fui ao Ministerio reclamar, eles disseram que só funciona de 06 as 06:30, Como se as empresas só funcionam a a partir de 08:00? Mesmo assim, levei pra casa. Fiquei de 06:00 as 07:00 e não funcionou do mesmo jeito. Quanto isso os funcionários que o Ministério do Trabalho é para ajuda-los, ficam prejudicados.         "
NA,https://cidadao.reclameaqui.com.br/303705/ministerio-publico-do-trabalho/agendamento-do-ministerio-publico/,Agendamento do Ministério Publico ," 
        Estava tentando fazer o agendamento no ministério publico há 2 meses, foi quando eu resolvi ir até lá pessoalmente.
Fui tratada com muita rispidez e ignorância pelas funcionárias da empresa terceirizadas da Erodata, que ficam na recepção da frente, e uma disse que eu não  podia ficar ali, mesmo caindo muita chuva muito forte.
Fui para  banca de jornal que tem em frente AO PRÉDIO DO MINISTÉRIO PUBLICO NO CENTRO DO ANHANGABAÚ, me deparo com uma senhora pagando a japonesa dona da banca,  para marcar  para o dia seguinte para ela.
Fiquei indignada e fiquei por perto para ver o que ela falavam, e perguntei como eu faço para marcar para mim? E ela disse chega 6:00 da manha e me espera que eu marco para você para o mesmo dia, NO VALOR DE 3,00 REAIS!!!!!!
Genteeeeeeeee QUE PAÍS É ESSE??????
Entrei lá e conversei com a recepcionista e só consegui marcar para uma semana depois porque eu disse que conhecia uma pessoa lá dentro.
Quando chegou no dia que eu marquei , tinha uma senhora que esperou 5 meses para marcar e outro 1 dia , porque um vizinho falou como funcionava o esquema da japonesa da banca de jornal.
Denunciem e não façam parte deste golpe!!!         "
